,rt,old or new,accuracy,test item,condition,trials,block,node type,participant,resp_old,response,node_type,participant_id
164,0.7088393853046,new,1.0,stimuli/285.png,structured,74,2,new,24068.0,0,-1,new,24068.0
165,0.8163684383034706,old,1.0,stimuli/32.png,structured,75,2,nonboundary,24068.0,1,1,nonboundary,24068.0
166,0.7302378579042852,new,0.0,stimuli/233.png,structured,76,2,new,24068.0,1,1,new,24068.0
167,0.7194636119529605,new,1.0,stimuli/140.png,structured,77,2,new,24068.0,0,-1,new,24068.0
168,0.47540613962337375,new,0.0,stimuli/186.png,structured,78,2,new,24068.0,1,1,new,24068.0
169,0.3955646110698581,old,1.0,stimuli/67.png,structured,79,2,boundary,24068.0,1,1,boundary,24068.0
170,1.1127881915308535,new,1.0,stimuli/266.png,structured,80,2,new,24068.0,0,-1,new,24068.0
171,0.8411198649555445,old,1.0,stimuli/19.png,structured,81,2,nonboundary,24068.0,1,1,nonboundary,24068.0
172,1.8182130460627377,old,1.0,stimuli/192.png,structured,82,2,boundary,24068.0,1,1,boundary,24068.0
173,0.6626502461731434,old,1.0,stimuli/272.png,structured,83,2,nonboundary,24068.0,1,1,nonboundary,24068.0
174,1.8392145852558315,new,1.0,stimuli/242.png,structured,84,2,new,24068.0,0,-1,new,24068.0
175,2.892740197479725,old,1.0,stimuli/135.png,structured,85,2,boundary,24068.0,1,1,boundary,24068.0
176,1.0894132028333843,new,0.0,stimuli/49.png,structured,86,2,new,24068.0,1,1,new,24068.0
177,1.011279845610261,old,0.0,stimuli/95.png,structured,87,2,nonboundary,24068.0,0,-1,nonboundary,24068.0
178,29.027122159022838,new,0.0,stimuli/150.png,structured,88,2,new,24068.0,1,1,new,24068.0
179,4.252614024095237,old,1.0,stimuli/23.png,structured,89,2,nonboundary,24068.0,1,1,nonboundary,24068.0
180,2.8452511252835393,new,1.0,stimuli/34.png,unstructured,0,0,new,24069.0,0,-1,new,24069.0
181,1.818533365149051,old,1.0,stimuli/252.png,unstructured,1,0,boundary,24069.0,1,1,boundary,24069.0
182,1.2487513925880194,old,1.0,stimuli/246.png,unstructured,2,0,nonboundary,24069.0,1,1,nonboundary,24069.0
183,3.1163844857364893,new,1.0,stimuli/7.png,unstructured,3,0,new,24069.0,0,-1,new,24069.0
184,1.024662152864039,old,1.0,stimuli/183.png,unstructured,4,0,nonboundary,24069.0,1,1,nonboundary,24069.0
185,1.084185711108148,new,0.0,stimuli/30.png,unstructured,5,0,new,24069.0,1,1,new,24069.0
186,0.8420294667594135,new,1.0,stimuli/98.png,unstructured,6,0,new,24069.0,0,-1,new,24069.0
187,5.252297842409462,new,1.0,stimuli/11.png,unstructured,7,0,new,24069.0,0,-1,new,24069.0
188,1.1147031746804714,new,1.0,stimuli/259.png,unstructured,8,0,new,24069.0,0,-1,new,24069.0
189,0.766592612490058,old,1.0,stimuli/221.png,unstructured,9,0,boundary,24069.0,1,1,boundary,24069.0
190,0.8617581627331674,new,0.0,stimuli/202.png,unstructured,10,0,new,24069.0,1,1,new,24069.0
191,1.120555164758116,new,1.0,stimuli/160.png,unstructured,11,0,new,24069.0,0,-1,new,24069.0
192,0.8057686793617904,new,0.0,stimuli/133.png,unstructured,12,0,new,24069.0,1,1,new,24069.0
193,0.8279016204178333,old,1.0,stimuli/27.png,unstructured,13,0,nonboundary,24069.0,1,1,nonboundary,24069.0
194,0.6437759781256318,old,1.0,stimuli/143.png,unstructured,14,0,nonboundary,24069.0,1,1,nonboundary,24069.0
195,0.8646245426498353,old,1.0,stimuli/112.png,unstructured,15,0,nonboundary,24069.0,1,1,nonboundary,24069.0
196,0.6381518854759634,old,1.0,stimuli/227.png,unstructured,16,0,nonboundary,24069.0,1,1,nonboundary,24069.0
197,0.7252655536867678,old,1.0,stimuli/253.png,unstructured,17,0,nonboundary,24069.0,1,1,nonboundary,24069.0
198,2.157789120450616,new,0.0,stimuli/47.png,unstructured,18,0,new,24069.0,1,1,new,24069.0
199,2.29340605949983,new,0.0,stimuli/197.png,unstructured,19,0,new,24069.0,1,1,new,24069.0
200,1.0295796119607985,new,1.0,stimuli/74.png,unstructured,20,0,new,24069.0,0,-1,new,24069.0
201,0.8562261345796287,new,1.0,stimuli/105.png,unstructured,21,0,new,24069.0,0,-1,new,24069.0
202,0.8209997918456793,old,1.0,stimuli/257.png,unstructured,22,0,boundary,24069.0,1,1,boundary,24069.0
203,0.8418574114330113,old,1.0,stimuli/119.png,unstructured,23,0,boundary,24069.0,1,1,boundary,24069.0
204,0.8636872945353389,old,1.0,stimuli/291.png,unstructured,24,0,nonboundary,24069.0,1,1,nonboundary,24069.0
205,1.4778700773604214,new,0.0,stimuli/90.png,unstructured,25,0,new,24069.0,1,1,new,24069.0
206,0.7743827900849283,old,1.0,stimuli/243.png,unstructured,26,0,boundary,24069.0,1,1,boundary,24069.0
207,0.5608963775448501,old,1.0,stimuli/219.png,unstructured,27,0,boundary,24069.0,1,1,boundary,24069.0
208,0.6283948454074562,old,1.0,stimuli/153.png,unstructured,28,0,nonboundary,24069.0,1,1,nonboundary,24069.0
209,0.9831929220817983,new,0.0,stimuli/13.png,unstructured,29,0,new,24069.0,1,1,new,24069.0
210,1.580853876657784,old,1.0,stimuli/112.png,unstructured,30,1,nonboundary,24069.0,1,1,nonboundary,24069.0
211,1.287376882508397,new,1.0,stimuli/244.png,unstructured,31,1,new,24069.0,0,-1,new,24069.0
212,1.0402594110928476,new,1.0,stimuli/85.png,unstructured,32,1,new,24069.0,0,-1,new,24069.0
213,0.8297740039415658,new,1.0,stimuli/87.png,unstructured,33,1,new,24069.0,0,-1,new,24069.0
